house_id,house_location,fp_seg_num,fp_perimeter_len,seg_numTOunique_lengths,fp_avg_seg_len_3long,fp_avg_seg_len_3short,ratio_3lngTO3hrt,footprint_area,boundingbox_area,bbTOfp_ratio,bb_rotation,vector,bb_0_180_axis_len,bb_90_270_axis_len,bb_lngTOshrt_ratio
204,Moreton_Bay_Mixed,14,60.466,1,7.439,1.048,7.1,156.871,228.107,1.454,-22,-0.375,16.294,14,1.164
205,Moreton_Bay_Mixed,8,76.413,1,18.976,2.073,9.154,244.576,297.954,1.218,10,0.174,27.659,10.773,2.568
206,Moreton_Bay_Mixed,8,62.356,1,15.074,1.491,10.112,223.1,242.285,1.086,38,0.616,17.618,13.752,1.281
207,Moreton_Bay_Mixed,8,60.664,1,13.836,1.766,7.833,219.177,233.166,1.064,74,0.961,15.783,14.773,1.068
208,Moreton_Bay_Mixed,10,60.345,1,10.771,1.405,7.667,162.365,205.392,1.265,-80,-0.985,19.9,10.321,1.928
209,Moreton_Bay_Mixed,10,59.598,1,10.28,2.168,4.742,159.522,223.993,1.404,12,0.208,16.142,13.877,1.163
210,Moreton_Bay_Mixed,10,60.716,1,9.48,2.324,4.079,180.189,230.247,1.278,74,0.961,17.201,13.386,1.285
211,Moreton_Bay_Mixed,16,78.832,1,10.272,0.533,19.265,259.347,307.084,1.184,-72,-0.951,28.087,10.933,2.569
212,Moreton_Bay_Mixed,6,48.655,1,10.971,5.248,2.091,126.585,150.863,1.192,10,0.174,12.995,11.609,1.119
213,Moreton_Bay_Mixed,10,78.648,1,14.132,2.397,5.896,286.352,391.277,1.366,54,0.809,19.921,19.642,1.014
214,Moreton_Bay_Mixed,16,75.18,1,8.14,1.304,6.242,169.543,306.901,1.81,44,0.695,19.028,16.129,1.18
215,Moreton_Bay_Mixed,4,53.576,1,14.341,12.439,1.153,171.328,177.485,1.036,-48,-0.743,16.388,10.83,1.513
216,Moreton_Bay_Mixed,8,49.829,1,8.813,3.312,2.661,131.734,154.974,1.176,-66,-0.914,13.477,11.499,1.172
217,Moreton_Bay_Mixed,14,68.265,1,9.832,1.193,8.242,189.406,249.931,1.32,-10,-0.174,21.244,11.765,1.806
218,Moreton_Bay_Mixed,12,75.836,1,14.457,1.494,9.675,258.44,323.715,1.253,-42,-0.669,20.398,15.87,1.285
219,Moreton_Bay_Mixed,10,49.774,1,8.947,1.727,5.181,108,152.82,1.415,-52,-0.788,14.684,10.407,1.411
220,Moreton_Bay_Mixed,14,74.205,1,13.336,0.973,13.71,294.567,335.419,1.139,42,0.669,21.36,15.703,1.36
221,Moreton_Bay_Mixed,11,66.485,1,13.574,1.664,8.156,227.929,265.109,1.163,8,0.139,21.999,12.051,1.826
222,Moreton_Bay_Mixed,8,68.731,1,11.011,5.791,1.902,273.2,377.309,1.381,-86,-0.998,20.018,18.848,1.062
223,Moreton_Bay_Mixed,10,63.671,1,12.539,1.711,7.33,212.798,250.336,1.176,-80,-0.985,17.54,14.272,1.229
224,Moreton_Bay_Mixed,8,47.795,1,10.302,1.719,5.992,125.345,141.84,1.132,-34,-0.559,14.156,10.02,1.413
225,Moreton_Bay_Mixed,4,43.052,1,11.259,10.244,1.099,113.619,114.499,1.008,-80,-0.985,12.32,9.294,1.326
226,Moreton_Bay_Mixed,14,58.416,1,10.105,0.413,24.439,171.822,204.386,1.19,-74,-0.961,15.117,13.52,1.118
227,Moreton_Bay_Mixed,8,58.237,1,12.021,2.842,4.23,169.875,207.555,1.222,-34,-0.559,16.756,12.387,1.353
228,Moreton_Bay_Mixed,8,64.457,1,15.754,2.455,6.418,192.265,221.525,1.152,38,0.616,22.406,9.887,2.266
229,Moreton_Bay_Mixed,4,81.497,1,24.223,16.569,1.462,289.291,302.714,1.046,62,0.883,31.782,9.525,3.337
230,Moreton_Bay_Mixed,6,48.364,1,12.552,3.57,3.516,133.758,142.369,1.064,-82,-0.99,14.929,9.537,1.565
231,Moreton_Bay_Mixed,12,67.187,1,11.02,0.949,11.617,250.262,284.044,1.135,-80,-0.985,16.884,16.823,1.004
232,Moreton_Bay_Mixed,4,46.109,1,11.765,11.262,1.045,132.364,133.586,1.009,-80,-0.985,12.323,10.841,1.137
233,Moreton_Bay_Mixed,10,66.356,1,15.831,1.575,10.053,219.767,242.682,1.104,-66,-0.914,22.437,10.816,2.074
234,Moreton_Bay_Mixed,6,60.249,1,13.723,6.36,2.158,193.26,233.956,1.211,-66,-0.914,15.835,14.775,1.072
235,Moreton_Bay_Mixed,4,54.965,1,14.536,12.918,1.125,183.126,185.777,1.014,-82,-0.99,16.261,11.425,1.423
236,Moreton_Bay_Mixed,16,78.283,1,8.552,0.718,11.912,183.75,291.594,1.587,-44,-0.695,21.497,13.564,1.585
237,Moreton_Bay_Mixed,8,41.672,1,8.429,1.534,5.495,98.321,109.433,1.113,-82,-0.99,11.972,9.14,1.31
238,Moreton_Bay_Mixed,12,53.958,1,10.452,0.408,25.623,146.363,170.326,1.164,8,0.139,16.361,10.411,1.572
239,Moreton_Bay_Mixed,9,54.215,1,10.897,1.82,5.988,164.555,192.812,1.172,6,0.105,14.999,12.855,1.167
240,Moreton_Bay_Mixed,10,65.382,1,12.503,2.414,5.179,167.212,248.335,1.485,6,0.105,20.977,11.838,1.772
241,Moreton_Bay_Mixed,4,48.343,1,14.029,10.135,1.384,112.083,116.445,1.039,8,0.139,17.969,6.48,2.773
242,Moreton_Bay_Mixed,8,54.689,1,10.79,3.313,3.257,160.105,188.211,1.176,-52,-0.788,15.066,12.493,1.206
243,Moreton_Bay_Mixed,16,64.068,1,9.704,1.367,7.097,149.896,185.202,1.236,-44,-0.695,19.658,9.421,2.087
244,Moreton_Bay_Mixed,4,39.422,1,10.699,9.01,1.187,90.73,90.933,1.002,-80,-0.985,12.396,7.335,1.69
245,Moreton_Bay_Mixed,4,47.851,1,13.083,10.83,1.208,131.816,132.551,1.006,-68,-0.927,15.362,8.629,1.78
246,Moreton_Bay_Mixed,12,55.593,1,9.138,1.241,7.364,133.648,163.886,1.226,10,0.174,14.156,11.577,1.223
247,Moreton_Bay_Mixed,16,67.641,1,8.251,0.69,11.96,190.495,245.169,1.287,-80,-0.985,16.655,14.721,1.131
248,Moreton_Bay_Mixed,12,56.24,1,9.275,0.907,10.221,155.646,190.647,1.225,8,0.139,14.276,13.355,1.069
249,Moreton_Bay_Mixed,4,56.413,1,15.976,12.229,1.306,167.337,171.843,1.027,-82,-0.99,19.807,8.676,2.283
250,Moreton_Bay_Mixed,12,71.397,1,11.191,2.986,3.748,236.403,332.728,1.407,42,0.669,20.309,16.384,1.24
251,Moreton_Bay_Mixed,6,58.619,1,13.174,6.365,2.07,181.778,216.873,1.193,-58,-0.848,16.341,13.272,1.231
252,Moreton_Bay_Mixed,7,60.278,1,14.37,2.453,5.858,219.172,236.949,1.081,66,0.914,18.061,13.119,1.377
253,Moreton_Bay_Mixed,6,48.658,1,11.449,4.77,2.4,139.556,149.536,1.072,8,0.139,13.598,10.997,1.237
254,Moreton_Bay_Mixed,12,63.046,1,10.475,0.622,16.852,205.275,249.65,1.216,-34,-0.559,17.318,14.416,1.201
255,Moreton_Bay_Mixed,12,52.002,1,8.629,0.736,11.718,146.665,169.122,1.153,14,0.242,14.709,11.498,1.279
256,Moreton_Bay_Mixed,4,44.749,1,12.139,10.235,1.186,116.999,117.312,1.003,30,0.5,14.054,8.347,1.684
257,Moreton_Bay_Mixed,8,67.384,1,15.238,1.726,8.826,263.323,291.091,1.105,66,0.914,17.39,16.739,1.039
258,Moreton_Bay_Mixed,10,65.836,1,13.551,1.229,11.03,248.614,273.63,1.101,82,0.99,17.351,15.77,1.1
259,Moreton_Bay_Mixed,12,59.505,1,10.242,1.853,5.528,175.282,222.087,1.267,2,0.035,16.151,13.751,1.175
260,Moreton_Bay_Mixed,12,59.648,1,10.966,1.23,8.917,168.819,192.765,1.142,90,1,18.059,10.674,1.692
261,Moreton_Bay_Mixed,16,70.634,1,11.284,0.89,12.682,233.39,294.5,1.262,90,1,18.086,16.283,1.111
262,Moreton_Bay_Mixed,6,49.024,1,11.088,5.253,2.111,129.246,152.535,1.18,-20,-0.342,13.345,11.431,1.167
263,Moreton_Bay_Mixed,4,50.454,1,14.024,11.194,1.253,141.183,145.371,1.03,-66,-0.914,16.925,8.589,1.97
264,Moreton_Bay_Mixed,10,62.602,1,12.35,0.988,12.497,202.07,242.789,1.202,-82,-0.99,17.671,13.739,1.286
265,Moreton_Bay_Mixed,4,43.644,1,12.458,9.315,1.337,97.503,98.548,1.011,-82,-0.99,15.699,6.278,2.501
266,Moreton_Bay_Mixed,4,50.126,1,13.187,11.86,1.112,153.165,154.819,1.011,10,0.174,14.545,10.644,1.366
267,Moreton_Bay_Mixed,8,51.329,1,10.587,2.011,5.266,154.642,167.064,1.08,20,0.342,14.206,11.76,1.208
268,Moreton_Bay_Mixed,10,57.709,1,9.697,1.35,7.182,168.422,199.11,1.182,-80,-0.985,17.949,11.093,1.618
269,Moreton_Bay_Mixed,4,67.491,1,17.647,16.086,1.097,279.306,289.077,1.035,-80,-0.985,19.257,15.012,1.283
270,Moreton_Bay_Mixed,6,44.788,1,10.53,4.4,2.393,117.605,126.553,1.076,-70,-0.94,12.598,10.046,1.254
271,Moreton_Bay_Mixed,4,41.619,1,11.577,9.164,1.263,95.851,97.661,1.019,38,0.616,14.136,6.909,2.046
272,Moreton_Bay_Mixed,6,50.144,1,11.773,4.942,2.382,140.03,159.606,1.14,40,0.643,13.115,12.17,1.078
273,Moreton_Bay_Mixed,10,53.887,1,11.076,1,11.076,149.64,164.167,1.097,-50,-0.766,17.824,9.21,1.935
274,Moreton_Bay_Mixed,10,55.036,1,9.605,1.776,5.407,161.673,190.294,1.177,30,0.5,14.637,13.001,1.126
275,Moreton_Bay_Mixed,6,53.309,1,13.692,4.077,3.358,154.381,167.039,1.082,-66,-0.914,16.995,9.829,1.729
276,Moreton_Bay_Mixed,18,76.478,1,8.044,0.903,8.906,204.087,279.906,1.372,6,0.105,20.483,13.666,1.499
277,Moreton_Bay_Mixed,4,57.276,1,15.636,12.955,1.207,189.414,191.662,1.012,-84,-0.995,18.428,10.401,1.772
278,Moreton_Bay_Mixed,8,89.278,1,18.943,4.303,4.402,330.38,407.676,1.234,66,0.914,24.535,16.616,1.477
279,Moreton_Bay_Mixed,18,68.992,1,7.288,0.703,10.369,176.669,268.806,1.522,8,0.139,17.391,15.457,1.125
280,Moreton_Bay_Mixed,4,49.22,1,12.866,11.727,1.097,148.573,149.265,1.005,10,0.174,14.038,10.633,1.32
281,Moreton_Bay_Mixed,14,77.59,1,12.171,1.407,8.65,252.62,300.336,1.189,32,0.53,21.581,13.916,1.551
282,Moreton_Bay_Mixed,14,52.745,1,8.613,0.665,12.953,132.315,172.499,1.304,66,0.914,14.164,12.179,1.163
283,Moreton_Bay_Mixed,6,51.409,1,13.087,4.05,3.231,145.193,156.983,1.081,12,0.208,16.317,9.621,1.696
284,Moreton_Bay_Mixed,16,61.628,1,12.246,0.701,17.458,162.222,216.368,1.334,68,0.927,20.009,10.813,1.85
285,Moreton_Bay_Mixed,4,69.489,1,19.263,15.471,1.245,269.624,272.525,1.011,-80,-0.985,23.076,11.81,1.954
286,Moreton_Bay_Mixed,8,71.231,1,15.432,3.093,4.989,275.165,291.053,1.058,-80,-0.985,23.133,12.582,1.839
287,Moreton_Bay_Mixed,8,53.306,1,11.423,1.833,6.232,154.954,180.882,1.167,10,0.174,14.294,12.654,1.13
288,Moreton_Bay_Mixed,6,60.691,1,14.079,6.151,2.289,193.117,218.95,1.134,-60,-0.866,19.623,11.158,1.759
289,Moreton_Bay_Mixed,4,44.781,1,11.933,10.377,1.15,120.621,126.096,1.045,-50,-0.766,13.65,9.238,1.478
290,Moreton_Bay_Mixed,14,72.237,1,13.097,0.897,14.604,215.639,283.28,1.314,66,0.914,24.887,11.383,2.186
291,Moreton_Bay_Mixed,6,56.957,1,12.279,6.707,1.831,153.716,203.756,1.326,-80,-0.985,15.774,12.917,1.221
292,Moreton_Bay_Mixed,10,64.669,1,13.472,0.716,18.823,244.168,262.165,1.074,-82,-0.99,16.81,15.596,1.078
293,Moreton_Bay_Mixed,18,109.308,1,13.206,0.536,24.652,385.669,634.261,1.645,68,0.927,33.528,18.917,1.772
294,Moreton_Bay_Mixed,13,70.82,1,9.699,0.643,15.081,206.069,247.568,1.201,-80,-0.985,19.417,12.75,1.523
295,Moreton_Bay_Mixed,6,43.516,1,10.047,4.459,2.253,105.521,119.628,1.134,10,0.174,11.659,10.26,1.136
296,Moreton_Bay_Mixed,12,68.562,1,11.617,1.27,9.144,215.76,282.016,1.307,10,0.174,21.588,13.064,1.652
297,Moreton_Bay_Mixed,10,49.842,1,9.923,1.127,8.803,126.118,146.905,1.165,-26,-0.438,15.478,9.491,1.631
298,Moreton_Bay_Mixed,8,60.434,1,14.669,2.168,6.766,189.616,206.482,1.089,-52,-0.788,20.572,10.037,2.05
299,Moreton_Bay_Mixed,6,60.153,1,14.2,5.851,2.427,213.226,230.376,1.08,-24,-0.407,16.449,14.005,1.175
300,Moreton_Bay_Mixed,14,71.979,1,11.134,0.292,38.175,180.621,294.428,1.63,56,0.829,22.765,12.933,1.76
301,Moreton_Bay_Mixed,10,63.595,1,11.339,1.833,6.185,198.047,254.906,1.287,8,0.139,17.939,14.21,1.262
302,Moreton_Bay_Mixed,8,72.555,1,14.092,4.519,3.118,225.427,307.135,1.362,10,0.174,23.109,13.291,1.739
303,Moreton_Bay_Mixed,10,55.532,1,9.774,0.729,13.414,178.508,195.344,1.094,10,0.174,14.01,13.943,1.005
304,Moreton_Bay_Mixed,4,46.108,1,12.309,10.74,1.146,127.365,131.492,1.032,-80,-0.985,13.998,9.393,1.49
305,Moreton_Bay_Mixed,14,47.895,1,7.911,0.493,16.057,123.659,142.144,1.149,8,0.139,13.243,10.733,1.234
306,Moreton_Bay_Mixed,10,61.144,1,10.181,2.425,4.199,168.772,237.776,1.409,24,0.407,16.283,14.603,1.115
307,Moreton_Bay_Mixed,10,55.231,1,9.43,1.652,5.708,161.122,189.871,1.178,-80,-0.985,15.227,12.469,1.221
308,Moreton_Bay_Mixed,12,62.599,1,10.632,1.637,6.496,185.169,238.082,1.286,-80,-0.985,18.352,12.973,1.415
309,Moreton_Bay_Mixed,6,67.406,1,15.996,6.472,2.472,265.154,278.543,1.05,22,0.375,19.736,14.113,1.398
310,Moreton_Bay_Mixed,10,67.453,1,13.035,1.463,8.911,231.23,278.12,1.203,8,0.139,19.861,14.003,1.418
311,Moreton_Bay_Mixed,6,67.651,1,16.403,6.147,2.668,267.106,282.729,1.058,48,0.743,19.431,14.55,1.335
312,Moreton_Bay_Mixed,14,61.976,1,8.704,0.789,11.03,160.047,239.707,1.498,8,0.139,15.516,15.449,1.004
313,Moreton_Bay_Mixed,14,63.619,1,10.172,1.175,8.655,150.292,222.195,1.478,-80,-0.985,15.162,14.655,1.035
314,Moreton_Bay_Mixed,14,93.37,1,13.071,1.942,6.73,270.983,472.085,1.742,-82,-0.99,30.996,15.231,2.035
315,Moreton_Bay_Mixed,4,67.614,1,18.917,14.879,1.271,249.241,254.599,1.021,-80,-0.985,23.005,11.067,2.079
316,Moreton_Bay_Mixed,12,50.749,1,6.908,2.167,3.188,113.211,162.815,1.438,-82,-0.99,13.133,12.397,1.059
